,symbol,cluster
4,AAMC,26
5,AAME,26
65,ACU,26
71,ACY,26
77,ADIL,26
90,ADSW,26
107,AEMD,26
113,AEY,26
121,AFH,26
147,AGMH,26
149,AGNCN,26
163,AHC,26
166,AHPI,26
176,AIKI,26
177,AIM,26
193,AJXA,26
220,ALJJ,26
231,ALPN,26
235,ALSK,26
251,AMBO,26
273,AMPE,26
276,AMRB,26
279,AMRK,26
282,AMS,26
310,ANTE,26
324,APEN,26
325,APEX,26
326,APG,26
357,ARCE,26
377,ARMP,26
386,ARTW,26
395,ASFI,26
408,ASRV,26
410,ASTC,26
443,AUBN,26
478,AXO,26
489,AZRE,26
504,BANX,26
508,BASI,26
528,BBI,26
545,BCDA,26
569,BDR,26
570,BDRY,26
601,BGI,26
602,BGIO,26
604,BGS,26
620,BHTG,26
621,BHV,26
630,BIMI,26
631,BIOL,26
646,BKEP,26
647,BKEPP,26
660,BKSC,26
665,BKYI,26
690,BMRA,26
707,BNSO,26
708,BNTC,26
720,BOSC,26
722,BOTJ,26
731,BPOPN,26
748,BRID,26
754,BRN,26
796,BSQR,26
807,BTN,26
840,BYFC,26
874,CANE,26
884,CARV,26
902,CBFV,26
906,CBLI,26
933,CCOR,26
935,CCRC,26
949,CDMOP,26
952,CDOR,26
968,CELP,26
970,CEMB,26
989,CFBI,26
1000,CGA,26
1014,CHCI,26
1042,CHNR,26
1069,CIH,26
1082,CJJD,26
1095,CLGN,26
1097,CLIR,26
1109,CLWT,26
1116,CMCL,26
1132,CMT,26
1164,COHN,26
1207,CPSH,26
1209,CPSS,26
1213,CPTAG,26
1214,CPTAL,26
1246,CRWS,26
1260,CSPI,26
1261,CSSE,26
1272,CTEK,26
1273,CTHR,26
1274,CTIB,26
1276,CTK,26
1315,CWBC,26
1332,CYAN,26
1340,CYRN,26
1377,DCTH,26
1401,DEUR,26
1407,DFFN,26
1418,DGAZ,26
1423,DGLY,26
1432,DGZ,26
1465,DLHC,26
1468,DLPN,26
1498,DOGZ,26
1513,DRAD,26
1532,DSLV,26
1537,DSWL,26
1548,DTSS,26
1563,DVD,26
1586,DXF,26
1589,DXLG,26
1591,DXR,26
1596,DZZ,26
1610,EAST,26
1617,EBMT,26
1625,ECCX,26
1626,ECCY,26
1645,EDNT,26
1648,EDRY,26
1651,EDUC,26
1741,ENOB,26
1749,ENTX,26
1760,EPIX,26
1797,ESBK,26
1817,ESP,26
1850,EUFX,26
1853,EUO,26
1867,EVGN,26
1871,EVOL,26
1876,EVSI,26
1925,EYEN,26
1935,FAAR,26
1947,FAT,26
1956,FBIOP,26
2003,FEDU,26
2005,FEIM,26
2022,FFBW,26
2139,FMF,26
2176,FORD,26
2177,FORK,26
2187,FPAY,26
2202,FRD,26
2206,FRG,26
2221,FSI,26
2246,FTEK,26
2310,GAINM,26
2326,GBLIZ,26
2352,GEC,26
2353,GECC,26
2373,GFY,26
2429,GMDA,26
2455,GNUS,26
2465,GOODM,26
2490,GRIN,26
2494,GRNQ,26
2497,GROW,26
2500,GRU,26
2505,GSAT,26
2529,GTIM,26
2538,GTYH,26
2540,GURE,26
2549,GWGH,26
2584,HBP,26
2600,HCXY,26
2601,HCXZ,26
2636,HGSH,26
2639,HHS,26
2646,HIHO,26
2657,HLG,26
2668,HMNF,26
2700,HQI,26
2718,HSON,26
2803,IBIO,26
2805,IBKCP,26
2807,IBMJ,26
2830,ICCC,26
2850,IDN,26
2876,IFMK,26
2901,IHTA,26
2925,IMH,26
2950,INFU,26
2958,INOD,26
2962,INSI,26
2996,IPWR,26
3025,ISIG,26
3026,ISNS,26
3028,ISSC,26
3094,JAKK,26
3105,JCO,26
3111,JDST,26
3137,JHS,26
3140,JHY,26
3148,JJN,26
3162,JLS,26
3165,JMM,26
3175,JOB,26
3182,JPGB,26
3193,JPT,26
3199,JRSH,26
3228,KBSF,26
3245,KEQU,26
3288,KOLD,26
3295,KOSS,26
3302,KRMD,26
3325,KXIN,26
3327,KZIA,26
3336,LAKE,26
3340,LANDP,26
3341,LARK,26
3346,LAZY,26
3407,LINC,26
3411,LITB,26
3413,LIVE,26
3423,LLIT,26
3428,LMFA,26
3435,LMRK,26
3436,LMRKN,26
3437,LMRKO,26
3439,LN,26
3448,LOAN,26
3458,LPCN,26
3463,LPTH,26
