,symbol,cluster
1,AACG,25
38,ACEL,25
112,AESE,25
137,AGE,25
210,ALC,25
214,ALEC,25
298,ANCN,25
331,APLT,25
332,APM,25
346,APYX,25
385,ARTL,25
421,ATIF,25
476,AXLA,25
555,BCOW,25
558,BCSF,25
615,BHFAP,25
737,BPYPP,25
843,BYND,25
1131,CMSD,25
1140,CNFRL,25
1281,CTRM,25
1337,CYCN,25
1765,EPSN,25
1840,ETON,25
1999,FDUSZ,25
2055,FINS,25
2183,FOX,25
2184,FOXA,25
2274,FUTU,25
2319,GAZ,25
2384,GHSI,25
2441,GNFT,25
2444,GNLN,25
2452,GNSS,25
2469,GOSS,25
2571,HARP,25
2635,HGLB,25
2638,HHR,25
2686,HOOK,25
2688,HOTH,25
2859,IDYA,25
2922,IMAC,25
2956,INMB,25
3121,JHAA,25
3164,JMIA,25
3263,KLDO,25
3367,LDSF,25
3376,LEGH,25
3383,LEVI,25
3418,LK,25
3419,LKCO,25
3497,LYFT,25
3563,MDJH,25
3569,MDRR,25
3577,MEC,25
3621,MGR,25
3644,MITO,25
3694,MNRL,25
3703,MOGU,25
3733,MREO,25
3765,MTC,25
3893,NETL,25
3900,NEX,25
3904,NFE,25
3917,NGM,25
3943,NLOK,25
3991,NRGX,25
4002,NSCO,25
4095,OCCIP,25
4124,OGI,25
4201,OSW,25
4224,OXSQZ,25
4232,PACD,25
4233,PACK,25
4277,PBTS,25
4299,PD,25
4372,PHAS,25
4384,PHUN,25
4399,PINS,25
4429,PLMR,25
4553,PSN,25
4560,PSTL,25
4565,PT,25
4601,PWFL,25
4641,QFIN,25
4704,RBKB,25
4879,RPAY,25
4888,RRBI,25
4904,RUHN,25
5023,SCPL,25
5075,SG,25
5123,SILK,25
5233,SOHON,25
5243,SOLY,25
5245,SONM,25
5256,SPCE,25
5262,SPFI,25
5426,SXTC,25
5427,SY,25
5473,TBLT,25
5511,TEAF,25
5548,TH,25
5560,THMO,25
5569,TIGO,25
5590,TLSA,25
5599,TMDX,25
5600,TME,25
5633,TPTX,25
5673,TRVI,25
5675,TRWH,25
5708,TUFN,25
5717,TW,25
5748,UAUD,25
5753,UBER,25
5862,USWS,25
5894,VAPO,25
5935,VFF,25
6011,VPC,25
6079,WAFU,25
6107,WEI,25
6120,WHFBZ,25
6182,WTRE,25
6281,YJ,25
6287,YOLO,25
6319,ZM,25
6331,ZVO,25
