,symbol,cluster
5579,TKR,32
5604,TMST,32
5648,TRMB,32
5652,TRN,32
5658,TROX,32
5662,TRS,32
5665,TRTN,32
5684,TSE,32
5685,TSEM,32
5695,TTC,32
5701,TTMI,32
5728,TX,32
5756,UBS,32
5777,UFPI,32
5779,UFS,32
5814,UNP,32
5816,UNVR,32
5820,UPS,32
5827,URI,32
5837,USCR,32
5887,VAC,32
5904,VC,32
5917,VECO,32
5934,VFC,32
5983,VLO,32
5991,VMI,32
6003,VNTR,32
6016,VREX,32
6029,VRTS,32
6035,VSH,32
6065,VVV,32
6077,WAB,32
6086,WBA,32
6095,WBT,32
6096,WCC,32
6099,WDC,32
6110,WETF,32
6116,WGO,32
6117,WH,32
6125,WHR,32
6147,WMS,32
6149,WNC,32
6153,WOOD,32
6154,WOR,32
6164,WRK,32
6165,WRLD,32
6170,WSO,32
6186,WTS,32
6194,WWD,32
6200,WYND,32
6202,X,32
6205,XAR,32
6230,XLNX,32
6251,XPER,32
6253,XPO,32
6258,XSD,32
6273,XYL,32
