,symbol,cluster
33,ACAM,33
46,ACI,33
64,ACTTU,33
75,ADCT,33
93,ADTX,33
97,ADXN,33
119,AFGD,33
134,AGBA,33
203,AKUS,33
205,ALAC,33
206,ALACR,33
207,ALACU,33
238,ALTA,33
254,AMCI,33
255,AMCIU,33
264,AMHC,33
265,AMHCU,33
270,AMNA,33
289,AMTI,33
299,ANDA,33
300,ANDAU,33
345,APXT,33
353,ARB,33
391,ARYBU,33
442,AUBAP,33
483,AYLA,33
484,AYRO,33
485,AZAA,33
486,AZEK,33
563,BDCX,33
573,BDXB,33
614,BHFAO,33
627,BIL,33
633,BIPC,33
650,BKHY,33
652,BKIE,33
654,BKLC,33
661,BKSE,33
684,BMAY,33
691,BMRG,33
701,BNKO,33
705,BNR,33
752,BRLIU,33
758,BRPA,33
759,BRPAR,33
760,BRPAU,33
788,BSML,33
792,BSMR,33
793,BSMS,33
794,BSMT,33
811,BTYS,33
819,BUYZ,33
828,BWMX,33
869,CALT,33
882,CARR,33
917,CCAC,33
940,CCXX,33
941,CCZ,33
962,CEFD,33
990,CFCV,33
991,CFFA,33
1006,CGRO,33
1007,CGROU,33
1012,CHAQ,33
1043,CHPM,33
1044,CHPMU,33
1058,CHX,33
1071,CIICU,33
1093,CLEU,33
1195,CPAA,33
1222,CRDF,33
1240,CRSA,33
1336,CYCCP,33
1391,DEED,33
1393,DEEP,33
1412,DFNS,33
1414,DFPH,33
1416,DFVL,33
1420,DGICB,33
1446,DISCB,33
1457,DJUN,33
1474,DMAY,33
1487,DMXF,33
1507,DPHC,33
1508,DPHCU,33
1514,DRADP,33
1549,DTUL,33
1553,DTYL,33
1593,DYFN,33
1601,EAI,33
1602,EAOA,33
1603,EAOK,33
1604,EAOM,33
1605,EAOR,33
1619,EBON,33
1677,EFOI,33
1704,ELA,33
1710,ELJ,33
1718,EMBD,33
1729,EMNT,33
1731,EMP,33
1799,ESCR,33
1802,ESEB,33
1823,ESSC,33
1824,ESSCU,33
1915,EXPC,33
1916,EXPCU,33
1952,FBCG,33
1953,FBCV,33
2002,FEAC,33
2076,FJNK,33
2078,FJUN,33
2128,FLV,33
2133,FMAY,33
2136,FMBIP,33
2145,FMTX,33
2180,FORTY,33
2182,FOUR,33
2223,FSKR,33
2224,FSLF,33
2230,FSRV,33
2231,FSRVU,33
2238,FTAC,33
2239,FTACU,33
2250,FTHY,33
2266,FUE,33
2273,FUSN,33
2277,FVAC,33
2314,GAN,33
2318,GAU,33
2363,GERM,33
2371,GFL,33
2372,GFLU,33
2382,GHIV,33
2383,GHIVU,33
2396,GIX,33
2400,GJR,33
2413,GLIN,33
2433,GMHI,33
2434,GMHIU,33
2451,GNRS,33
2471,GPAQ,33
2495,GRNV,33
2496,GRNVU,33
2508,GSEE,33
2512,GSID,33
2527,GTH,33
2556,GXGX,33
2587,HCAC,33
2588,HCACU,33
2590,HCCH,33
2591,HCCHU,33
2592,HCCOU,33
2599,HCRB,33
2612,HECCU,33
2617,HELX,33
2660,HLM-P,33
2717,HSMV,33
2722,HSTO,33
2733,HTLFP,33
2748,HUSN,33
2752,HVT-A,33
2755,HWCPZ,33
2758,HWM-P,33
2759,HYACU,33
2800,IBDV,33
2818,IBTA,33
2819,IBTB,33
2820,IBTD,33
2821,IBTE,33
2822,IBTF,33
2823,IBTG,33
2824,IBTH,33
2825,IBTI,33
2826,IBTJ,33
2964,INSU,33
2965,INSUU,33
2993,IPOC,33
2995,IPV,33
3002,IQM,33
3003,IQSI,33
3004,IQSU,33
3021,ISDS,33
3055,IVES,33
3114,JEPI,33
3116,JFK,33
3117,JFKKU,33
3146,JJE,33
3167,JMPNZ,33
3225,KBLM,33
3226,KBLMU,33
3234,KC,33
3241,KELYB,33
3275,KNAB,33
3286,KOKU,33
3305,KROS,33
3332,LACQ,33
3333,LACQU,33
3343,LATNU,33
3353,LBTYB,33
3355,LCA,33
3361,LD,33
3377,LEGN,33
3386,LFACU,33
3392,LGF.B,33
3394,LGHL,33
3414,LIVKU,33
3446,LOAC,33
3447,LOAK,33
3473,LRNZ,33
3480,LSXMB,33
3486,LUMO,33
3498,LYRA,33
3514,MARB,33
3537,MCACU,33
3589,METX,33
3617,MGNI,33
3663,MLPO,33
3685,MNCL,33
3686,MNCLU,33
3750,MSGE,33
3757,MSUS,33
3759,MSVX,33
3767,MTCN,33
3809,MVRL,33
3845,NAPR,33
3852,NBAC,33
3853,NBACU,33
3880,NEBUU,33
3906,NFINU,33
3928,NIFE,33
3939,NKLA,33
3958,NMTR,33
3976,NOVSU,33
3980,NPA,33
3981,NPAUU,33
4087,OAC,33
4097,OCFCP,33
4111,OEG,33
4160,OPES,33
4161,OPESU,33
4166,OPINL,33
4186,ORIC,33
4189,ORSNU,33
4205,OTIS,33
4228,PAAC,33
4229,PAACU,33
4244,PAMC,33
4250,PASG,33
4256,PAVMW,33
4292,PCPL,33
4303,PDEV,33
4338,PFC,33
4432,PLRX,33
4479,PPHI,33
4488,PQDI,33
4489,PQIN,33
4490,PQLC,33
4491,PQSG,33
4492,PQSV,33
4514,PROG,33
4547,PSM,33
4566,PTAC,33
4567,PTACU,33
4615,PYPD,33
4695,RAND,33
4707,RBUS,33
4727,RDIB,33
4755,RESE,33
4787,RGP,33
4834,RMG,33
4840,RNA,33
4854,ROCHU,33
4856,RODI,33
4872,ROSEU,33
4882,RPLA,33
4884,RPRX,33
4886,RPTX,33
4964,SAQN,33
4965,SAQNU,33
4973,SBBA,33
5021,SCPE,33
5027,SCVX,33
5037,SDGR,33
5054,SEIX,33
5058,SENEB,33
5071,SFTW,33
5095,SHLL,33
5106,SHYF,33
5136,SIXH,33
5137,SIXL,33
5138,SIXS,33
5140,SJ,33
5181,SMDY,33
5193,SMMC,33
5194,SMMCU,33
5226,SNUG,33
5230,SOAC,33
5307,SQEW,33
5312,SRAC,33
5313,SRACU,33
5332,SRV,33
5339,SSLY,33
5344,SSPKU,33
5366,STLC,33
5370,STMB,33
5385,STSB,33
5446,TAAG,33
5449,TADS,33
5450,TAEQ,33
5499,TDAC,33
5500,TDACU,33
5549,THBR,33
5550,THBRU,33
5552,THCA,33
5553,THCAU,33
5555,THCBU,33
5561,THNQ,33
5567,THY,33
5584,TLGT,33
5618,TOTA,33
5739,TZAC,33
5761,UCBIO,33
5803,ULTR,33
5804,UMAY,33
5844,USHG,33
5846,USI,33
5864,USXF,33
