,symbol,cluster
2959,INPX,1
2961,INSG,1
2971,INTT,1
2973,INVE,1
3008,IRCP,1
3010,IRIX,1
3014,IRS,1
3035,ITCB,1
3042,ITRM,1
3043,ITRN,1
3051,IVAC,1
3093,JAGX,1
3112,JE,1
3144,JJA,1
3174,JO,1
3179,JP,1
3213,JYNT,1
3246,KERN,1
3269,KMDA,1
3276,KNDI,1
3283,KODK,1
3291,KOPN,1
3306,KRP,1
3318,KTOV,1
3331,LAC,1
3335,LAIX,1
3359,LCTX,1
3371,LEAF,1
3373,LEDS,1
3374,LEE,1
3378,LEJU,1
3403,LIFE,1
3410,LIQT,1
3415,LIVX,1
3422,LLEX,1
3432,LMNL,1
3441,LND,1
3450,LOGC,1
3453,LOOP,1
3455,LOV,1
3464,LPTX,1
3466,LQDA,1
3471,LRMR,1
3499,LYTS,1
3506,MAGS,1
3513,MARA,1
3515,MARK,1
3521,MAXR,1
3524,MBCN,1
3526,MBII,1
3529,MBIO,1
3530,MBOT,1
3531,MBRX,1
3539,MCC,1
3542,MCF,1
3546,MCHX,1
3560,MDGS,1
3567,MDLY,1
3573,MDWD,1
3582,MEIP,1
3587,MESO,1
3598,MFH,1
3612,MGEN,1
3614,MGI,1
3643,MITK,1
3657,MLND,1
3684,MN,1
3689,MNKD,1
3690,MNLO,1
3717,MOTS,1
3730,MRAM,1
3737,MRNS,1
3740,MRUS,1
3763,MTBC,1
3774,MTL,1
3778,MTNB,1
3779,MTP,1
3780,MTR,1
3808,MVO,1
3815,MXC,1
3828,MYO,1
3833,MYSZ,1
3834,MYT,1
3841,NAKD,1
3855,NBEV,1
3861,NBRV,1
3862,NBSE,1
3864,NBY,1
3869,NCNA,1
3871,NCSM,1
3875,NDRA,1
3885,NEOS,1
3887,NEPT,1
3890,NES,1
3891,NESR,1
3896,NEWA,1
3901,NEXA,1
3912,NGE,1
3919,NH,1
3923,NHTC,1
3931,NIO,1
3945,NLTX,1
3947,NM,1
3954,NMM,1
3972,NOMD,1
3975,NOVN,1
3986,NRBO,1
3996,NRP,1
3997,NRT,1
4005,NSPR,1
4013,NTEC,1
4020,NTP,1
4023,NTRP,1
4049,NVCN,1
4052,NVGS,1
4053,NVIV,1
4061,NVUS,1
4064,NWHM,1
4076,NXTD,1
4083,NYMX,1
4089,OBLN,1
4092,OBSV,1
4099,OCGN,1
4102,OCSI,1
4105,OCX,1
4123,OGEN,1
4140,OMEX,1
4147,ONCS,1
4148,ONCY,1
4150,ONE,1
4156,ONTX,1
4157,ONVO,1
4168,OPNT,1
4171,OPRA,1
4173,OPRX,1
4174,OPTN,1
4175,OPTT,1
4184,ORGO,1
4188,ORMP,1
4190,ORTX,1
4195,OSMT,1
4198,OSS,1
4199,OSTK,1
4204,OTIC,1
4240,PAK,1
4242,PALL,1
4275,PBT,1
4285,PCG,1
4291,PCOM,1
4295,PCTI,1
4297,PCYG,1
4322,PEIX,1
4328,PER,1
4348,PFIE,1
4355,PFNX,1
4379,PHI,1
4380,PHIO,1
4402,PIXY,1
4417,PLAG,1
4425,PLG,1
4433,PLSE,1
4436,PLUG,1
4439,PLX,1
4442,PLYA,1
4445,PMD,1
4462,POAI,1
4466,POLA,1
4518,PRPL,1
4519,PRPO,1
4523,PRT,1
4525,PRTH,1
4543,PSHG,1
4559,PSTI,1
4561,PSTV,1
4562,PSV,1
4570,PTE,1
4573,PTGX,1
4575,PTI,1
4579,PTMN,1
4598,PVL,1
4611,PXLW,1
4613,PXS,1
4624,PZZA,1
4633,QD,1
4640,QES,1
4682,QUIK,1
4692,RADA,1
4710,RCEL,1
4725,RDHL,1
4734,RDVT,1
4737,RDY,1
4741,REDU,1
4751,RENN,1
4752,REPH,1
4757,RESN,1
4766,REXN,1
4777,RFIL,1
4785,RGLS,1
4792,RHE,1
4796,RIBT,1
4809,RINF,1
4812,RISE,1
4830,RMBL,1
4839,RMTI,1
4875,ROYT,1
4924,RWLK,1
4938,RYB,1
4952,SAEX,1
4959,SALM,1
4969,SAVA,1
4984,SBPH,1
5019,SCON,1
5022,SCPH,1
5029,SCX,1
5030,SCYX,1
5038,SDI,1
5048,SEAC,1
5049,SEB,1
5050,SECO,1
5051,SEED,1
5055,SELB,1
5059,SENS,1
5064,SFET,1
5072,SFUN,1
5089,SGU,1
5110,SIC,1
5114,SIFY,1
5146,SJT,1
5160,SLMBP,1
5161,SLNO,1
5165,SLS,1
5178,SMCI,1
5197,SMMT,1
5203,SMSI,1
5205,SMTS,1
5208,SNCR,1
5210,SNDE,1
5218,SNMP,1
5242,SOLO,1
5251,SOYB,1
5265,SPH,1
5269,SPI,1
5309,SQNS,1
5314,SRAX,1
5321,SREV,1
5323,SRL,1
5325,SRLP,1
5337,SSKN,1
5347,SSSS,1
5361,STIM,1
5363,STKL,1
5382,STRO,1
5389,STXS,1
5399,SUNW,1
5410,SVT,1
5411,SVVC,1
5428,SYBX,1
5433,SYN,1
5453,TAIT,1
5461,TARO,1
5463,TAT,1
5483,TCCO,1
5488,TCI,1
5491,TCON,1
5518,TEDU,1
5529,TEUM,1
5542,TGLS,1
5565,THTX,1
5578,TKC,1
5596,TMBR,1
5603,TMQ,1
5611,TNP,1
5612,TNXP,1
5616,TOPS,1
5617,TORC,1
5620,TOUR,1
5622,TPB,1
5646,TRIB,1
5660,TRPX,1
5661,TRQ,1
5672,TRVG,1
5674,TRVN,1
5677,TRXC,1
5702,TTNP,1
5703,TTOO,1
5707,TUES,1
5722,TWNK,1
5733,TYBS,1
5746,UAN,1
5774,UFAB,1
5782,UGAZ,1
5783,UGBP,1
5809,UMRX,1
5826,URG,1
5839,USEG,1
5873,UTSI,1
5882,UXIN,1
5900,VBIV,1
5902,VBLT,1
5927,VERI,1
5928,VERO,1
5964,VIOT,1
5971,VISL,1
5974,VIVE,1
5978,VJET,1
5997,VNET,1
6004,VOC,1
6010,VOXX,1
6055,VTVT,1
6069,VXRT,1
6123,WHLR,1
6140,WKHS,1
6174,WSTG,1
6184,WTRH,1
6197,WWR,1
6207,XBIO,1
6209,XBIT,1
6219,XFLT,1
6223,XIN,1
6243,XNET,1
6247,XONE,1
6255,XRF,1
6263,XSPA,1
6271,XXII,1
6272,XYF,1
6280,YI,1
6290,YRD,1
6291,YTEN,1
6303,ZEAL,1
6317,ZKIN,1
6318,ZLAB,1
6320,ZN,1
6323,ZOM,1
6326,ZSAN,1
6332,ZYME,1
6334,ZYXI,1
