,symbol,cluster
1566,DVOL,12
1567,DVP,2
1568,DVY,2
1569,DVYA,30
1570,DWAS,24
1571,DWAT,19
1572,DWEQ,23
1573,DWFI,29
1574,DWLD,22
1575,DWMC,3
1576,DWMF,22
1577,DWPP,24
1578,DWSH,36
1579,DWSN,1
1580,DWUS,23
1581,DWX,30
1582,DX,37
1583,DXC,32
1584,DXCM,7
1585,DXD,36
1586,DXF,26
1587,DXGE,30
1588,DXJ,22
1589,DXLG,26
1590,DXPE,32
1591,DXR,26
1592,DY,32
1593,DYFN,33
1594,DYNF,5
1595,DZSI,7
1596,DZZ,26
1597,EA,7
1598,EAB,34
1599,EAF,32
1600,EAGG,10
1601,EAI,33
1602,EAOA,33
1603,EAOK,33
1604,EAOM,33
1605,EAOR,33
1606,EARN,37
1607,EARS,1
1608,EASG,5
1609,EASI,7
1610,EAST,26
1611,EB,28
1612,EBAY,7
1613,EBAYL,34
1614,EBF,28
1615,EBIX,28
1616,EBIZ,5
1617,EBMT,26
1618,EBND,31
1619,EBON,33
1620,EBS,8
1621,EBSB,15
1622,EBTC,27
1623,ECC,1
1624,ECCB,1
1625,ECCX,26
1626,ECCY,26
1627,ECF,3
1628,ECH,31
1629,ECHO,32
1630,ECL,35
1631,ECLN,23
1632,ECOM,28
1633,ECOW,20
1634,ECPG,32
1635,ECT,1
1636,ED,12
1637,EDAP,1
1638,EDC,14
1639,EDD,3
1640,EDEN,30
1641,EDF,3
1642,EDI,3
1643,EDIT,8
1644,EDIV,14
1645,EDNT,26
1646,EDOG,14
1647,EDOW,22
1648,EDRY,26
1649,EDSA,1
1650,EDU,14
1651,EDUC,26
1652,EDV,10
1653,EDZ,36
1654,EE,11
1655,EEA,16
1656,EEFT,35
1657,EELV,14
1658,EEM,14
1659,EEMA,14
1660,EEMD,14
1661,EEMO,14
1662,EEMS,14
1663,EEMV,14
1664,EEMX,14
1665,EES,2
1666,EEV,36
1667,EEX,28
1668,EFAD,30
1669,EFAS,30
1670,EFAV,30
1671,EFAX,30
1672,EFC,37
1673,EFF,3
1674,EFG,30
1675,EFL,3
1676,EFO,30
1677,EFOI,33
1678,EFR,3
1679,EFU,36
1680,EFV,30
1681,EFX,35
1682,EFZ,36
1683,EGBN,15
1684,EGLE,28
1685,EGO,21
1686,EGOV,7
1687,EGPT,1
1688,EGRX,8
1689,EGY,13
1690,EHC,28
1691,EHI,3
1692,EHTH,8
1693,EIDO,14
1694,EIDX,1
1695,EIG,27
1696,EIGR,8
1697,EIM,9
1698,EINC,18
1699,EIS,24
1700,EIX,12
1701,EJAN,23
1702,EKAR,22
1703,EL,35
1704,ELA,33
1705,ELAT,23
1706,ELC,19
1707,ELD,31
1708,ELF,37
1709,ELGX,1
1710,ELJ,33
1711,ELLO,19
1712,ELOX,27
1713,ELP,31
1714,ELTK,1
1715,ELU,34
1716,ELY,28
1717,EMB,16
1718,EMBD,33
1719,EMD,3
1720,EMDV,14
1721,EME,32
1722,EMF,14
1723,EMFM,14
1724,EMHY,16
1725,EMIF,31
1726,EMKR,1
1727,EML,27
1728,EMN,32
1729,EMNT,33
1730,EMO,18
1731,EMP,33
1732,EMQQ,14
1733,EMR,32
1734,EMSG,5
1735,EMTL,29
1736,ENB,16
1737,ENBA,34
1738,ENFR,18
1739,ENLC,18
1740,ENO,34
1741,ENOB,26
1742,ENOR,16
1743,ENPH,7
1744,ENR,37
1745,ENS,32
1746,ENSG,35
1747,ENSV,1
1748,ENT,1
1749,ENTX,26
1750,ENV,7
1751,ENZL,16
1752,EOD,3
1753,EOI,22
1754,EOS,22
1755,EOT,9
1756,EPAC,5
1757,EPAY,7
1758,EPD,18
1759,EPI,14
1760,EPIX,26
1761,EPM,13
1762,EPOL,16
1763,EPR,17
1764,EPRF,34
1765,EPSN,25
1766,EPU,16
1767,EPV,36
1768,EPZM,8
1769,EQ,1
1770,EQAL,2
1771,EQBK,15
1772,EQC,17
1773,EQH,32
1774,EQL,24
1775,EQM,18
1776,EQNR,13
1777,EQR,17
1778,EQRR,32
1779,EQS,19
1780,EQT,13
1781,EQWL,2
1782,EQX,21
1783,ERA,28
1784,ERC,3
1785,ERF,13
1786,ERH,3
1787,ERI,28
1788,ERIC,16
1789,ERII,32
1790,ERJ,31
1791,EROS,1
1792,ERSX,5
1793,ERUS,16
1794,ERX,13
1795,ERYP,19
1796,ES,12
1797,ESBK,26
1798,ESCA,27
1799,ESCR,33
1800,ESE,32
1801,ESEA,1
1802,ESEB,33
1803,ESG,24
1804,ESGD,30
1805,ESGE,14
1806,ESGG,22
1807,ESGN,22
1808,ESGR,27
1809,ESGRO,34
1810,ESGRP,34
1811,ESGV,24
1812,ESHY,23
1813,ESI,32
1814,ESML,2
1815,ESNG,23
1816,ESNT,37
1817,ESP,26
1818,ESPO,24
1819,ESPR,8
1820,ESQ,27
1821,ESRT,17
1822,ESS,17
1823,ESSC,33
1824,ESSCU,33
1825,ESTA,1
1826,ESTC,7
1827,ESTE,13
1828,ESXB,27
1829,ETB,3
1830,ETFC,15
1831,ETG,22
1832,ETH,28
1833,ETHO,2
1834,ETI-P,20
1835,ETJ,3
1836,ETM,28
1837,ETN,32
1838,ETNB,23
1839,ETO,22
1840,ETON,25
1841,ETR,12
1842,ETRN,18
1843,ETTX,1
1844,ETV,22
1845,ETW,22
1846,ETX,6
1847,ETY,22
1848,EUDG,30
1849,EUFN,30
1850,EUFX,26
1851,EUM,36
1852,EUMV,30
1853,EUO,26
1854,EURL,30
1855,EURN,13
1856,EURZ,5
1857,EUSA,2
1858,EUSC,30
1859,EV,32
1860,EVA,1
1861,EVBN,27
1862,EVC,28
1863,EVER,7
1864,EVF,3
1865,EVFM,1
1866,EVG,3
1867,EVGN,26
1868,EVI,1
1869,EVN,9
1870,EVOK,1
1871,EVOL,26
1872,EVOP,7
1873,EVR,32
1874,EVRG,12
1875,EVRI,28
1876,EVSI,26
1877,EVTC,7
1878,EVV,3
1879,EVX,35
1880,EW,35
1881,EWA,22
1882,EWBC,15
1883,EWC,22
1884,EWCO,5
1885,EWD,30
1886,EWG,30
1887,EWGS,30
1888,EWI,30
1889,EWJ,22
1890,EWJV,23
1891,EWK,30
1892,EWMC,2
1893,EWN,30
1894,EWO,30
1895,EWP,30
1896,EWQ,30
1897,EWRE,17
1898,EWS,14
1899,EWT,14
1900,EWU,30
1901,EWUS,30
1902,EWW,16
1903,EWX,14
1904,EWY,14
1905,EWZ,31
1906,EWZS,31
1907,EXAS,7
1908,EXC,12
1909,EXFO,1
1910,EXG,22
1911,EXI,22
1912,EXK,21
1913,EXLS,7
1914,EXP,32
1915,EXPC,33
1916,EXPCU,33
1917,EXPE,28
1918,EXPI,1
1919,EXPO,7
1920,EXR,17
1921,EXTN,13
1922,EXTR,32
1923,EYE,28
1924,EYEG,1
1925,EYEN,26
1926,EYES,1
1927,EYPT,8
1928,EZA,14
1929,EZJ,22
1930,EZM,2
1931,EZPW,27
1932,EZT,34
1933,EZU,30
1934,F,32
1935,FAAR,26
1936,FAB,2
1937,FAD,24
1938,FAF,37
1939,FALN,16
1940,FAMI,1
1941,FANG,13
1942,FANH,7
1943,FARM,28
1944,FARO,32
1945,FAS,2
1946,FAST,32
1947,FAT,26
1948,FATE,8
1949,FAUS,23
1950,FAX,3
1951,FB,7
1952,FBCG,33
1953,FBCV,33
1954,FBGX,24
1955,FBIO,1
1956,FBIOP,26
1957,FBIZ,27
1958,FBK,15
1959,FBM,28
1960,FBMS,15
1961,FBNC,15
1962,FBND,29
1963,FBRX,1
1964,FBSS,19
1965,FBT,8
1966,FBZ,31
1967,FC,27
1968,FCAL,29
1969,FCAP,27
1970,FCAU,16
1971,FCBC,15
1972,FCCY,27
1973,FCEL,1
1974,FCFS,32
1975,FCG,13
1976,FCN,35
1977,FCNCA,15
1978,FCO,3
1979,FCOM,24
1980,FCOR,29
1981,FCPI,23
1982,FCTR,24
1983,FCVT,24
1984,FDBC,27
1985,FDD,30
1986,FDEU,30
1987,FDEV,5
1988,FDIS,24
1989,FDIV,16
1990,FDLO,24
1991,FDMO,24
1992,FDNI,5
1993,FDRR,2
1994,FDS,35
1995,FDT,30
1996,FDTS,16
1997,FDUS,37
1998,FDUSG,23
1999,FDUSZ,25
2000,FDVV,2
2001,FDX,32
2002,FEAC,33
2003,FEDU,26
2004,FEI,18
2005,FEIM,26
2006,FELE,32
2007,FEM,14
2008,FEMB,16
2009,FEMS,14
2010,FEN,18
2011,FENC,8
2012,FENG,1
2013,FEO,16
2014,FET,13
2015,FEUL,30
2016,FEUZ,30
2017,FEX,2
2018,FEZ,30
2019,FF,28
2020,FFA,22
2021,FFBC,15
2022,FFBW,26
2023,FFC,3
2024,FFEB,23
2025,FFEU,30
2026,FFIC,15
2027,FFIN,15
2028,FFIU,29
2029,FFIV,32
2030,FFNW,27
2031,FFR,17
2032,FFSG,2
2033,FFTG,35
2034,FFTI,29
2035,FFTY,24
2036,FFWM,15
2037,FGB,37
2038,FGBI,27
2039,FGD,30
2040,FGM,30
2041,FHB,15
2042,FHI,32
2043,FHK,19
2044,FHLC,35
2045,FHN,15
2046,FI,13
2047,FIBK,15
2048,FIBR,29
2049,FICO,7
2050,FID,16
2051,FIDI,30
2052,FIDU,2
2053,FIEE,30
2054,FILL,13
2055,FINS,25
2056,FINV,1
2057,FINX,24
2058,FIS,35
2059,FISK,19
2060,FISV,35
2061,FIT,28
2062,FITB,15
2063,FITBI,34
2064,FITBO,23
2065,FITBP,20
2066,FITE,24
2067,FIVA,30
2068,FIVE,28
2069,FIVG,5
2070,FIVN,7
2071,FIW,2
2072,FIX,32
2073,FIXD,29
2074,FIYY,30
2075,FIZZ,28
2076,FJNK,33
2077,FJP,22
2078,FJUN,33
2079,FL,28
2080,FLAU,22
2081,FLAX,14
2082,FLBL,19
2083,FLBR,31
2084,FLC,3
2085,FLCA,22
2086,FLCB,0
2087,FLCH,14
2088,FLDM,8
2089,FLDR,29
2090,FLEU,5
2091,FLEX,32
2092,FLGB,30
2093,FLGE,24
2094,FLHK,14
2095,FLHY,5
2096,FLIA,0
2097,FLIC,15
2098,FLIN,14
2099,FLIY,5
2100,FLJP,22
2101,FLL,1
2102,FLLA,5
2103,FLLV,35
2104,FLM,22
2105,FLMB,0
2106,FLMI,0
2107,FLMN,13
2108,FLMX,16
2109,FLN,31
2110,FLNG,20
2111,FLNT,28
2112,FLO,12
2113,FLOT,19
2114,FLQE,14
2115,FLQH,22
2116,FLQL,24
2117,FLQM,5
2118,FLQS,2
2119,FLR,32
2120,FLRU,16
2121,FLS,32
2122,FLSA,5
2123,FLSP,23
2124,FLSW,5
2125,FLTB,29
2126,FLTR,19
2127,FLTW,14
2128,FLV,33
2129,FLWS,28
2130,FLXS,27
2131,FLZA,5
2132,FM,31
2133,FMAY,33
2134,FMB,29
2135,FMBI,15
2136,FMBIP,33
2137,FMC,32
2138,FMCI,19
2139,FMF,26
2140,FMK,22
2141,FMN,9
2142,FMNB,27
2143,FMO,18
2144,FMS,16
2145,FMTX,33
2146,FMX,16
2147,FN,32
2148,FNB,15
2149,FNCB,27
2150,FNCL,15
2151,FND,32
2152,FNDA,2
2153,FNDB,2
2154,FNDC,30
2155,FNDE,14
2156,FNF,37
2157,FNGO,5
2158,FNGS,23
2159,FNGU,24
2160,FNGZ,36
2161,FNHC,27
2162,FNI,14
2163,FNJN,1
2164,FNK,2
2165,FNLC,27
2166,FNOV,23
2167,FNV,21
2168,FNWB,27
2169,FNX,2
2170,FOCS,32
2171,FOE,32
2172,FOF,3
2173,FOLD,8
2174,FONR,1
2175,FOR,37
2176,FORD,26
2177,FORK,26
2178,FORM,32
2179,FORR,28
2180,FORTY,33
2181,FOSL,28
2182,FOUR,33
2183,FOX,25
2184,FOXA,25
2185,FPA,14
2186,FPAC,19
2187,FPAY,26
2188,FPE,34
2189,FPEI,3
2190,FPF,3
2191,FPI,27
2192,FPL,18
2193,FPX,24
2194,FPXE,19
2195,FPXI,14
2196,FQAL,24
2197,FRA,3
2198,FRAK,13
2199,FRAN,28
2200,FRBA,27
2201,FRC,15
2202,FRD,26
2203,FRDM,5
2204,FREL,17
2205,FREQ,23
2206,FRG,26
2207,FRHC,7
2208,FRI,17
2209,FRLG,24
2210,FRME,15
2211,FRO,1
2212,FRPH,27
2213,FRPT,7
2214,FRSX,1
2215,FRT,17
2216,FRTA,28
2217,FSBW,27
2218,FSD,3
2219,FSEA,20
2220,FSFG,1
2221,FSI,26
2222,FSK,37
2223,FSKR,33
2224,FSLF,33
2225,FSLR,32
2226,FSM,21
2227,FSMB,0
2228,FSMD,5
2229,FSP,17
2230,FSRV,33
2231,FSRVU,33
2232,FSS,32
2233,FSTA,35
2234,FSTR,32
2235,FSV,37
2236,FSZ,30
2237,FTA,2
2238,FTAC,33
2239,FTACU,33
2240,FTAG,19
2241,FTAI,16
2242,FTC,24
2243,FTCH,7
2244,FTCS,24
2245,FTEC,24
2246,FTEK,26
2247,FTFT,1
2248,FTGC,4
2249,FTHI,2
2250,FTHY,33
2251,FTK,28
2252,FTLB,35
2253,FTLS,35
2254,FTNT,7
2255,FTRI,22
2256,FTS,12
2257,FTSI,13
2258,FTSL,3
2259,FTSM,0
2260,FTV,32
2261,FTXD,28
2262,FTXG,5
2263,FTXH,8
2264,FTXN,13
2265,FTXR,3
2266,FUE,33
2267,FUL,32
2268,FULC,20
2269,FULT,15
2270,FUMB,0
2271,FUNC,1
2272,FUND,22
2273,FUSN,33
2274,FUTU,25
2275,FUV,1
2276,FV,24
2277,FVAC,33
2278,FVAL,2
2279,FVC,24
2280,FVCB,27
2281,FVD,2
2282,FVL,24
2283,FWDB,19
2284,FWONK,7
2285,FWP,1
2286,FWRD,32
2287,FXC,16
2288,FXF,21
2289,FXG,35
2290,FXH,35
2291,FXI,14
2292,FXL,24
2293,FXNC,19
2294,FXO,2
2295,FXP,36
2296,FXR,2
2297,FXU,12
2298,FXY,29
2299,FXZ,2
2300,FYC,2
2301,FYLD,30
2302,FYT,2
2303,FYX,2
2304,G,35
2305,GAA,16
2306,GAB,22
2307,GAIA,28
2308,GAIN,37
2309,GAINL,1
2310,GAINM,26
2311,GALT,27
2312,GAM,22
2313,GAMR,14
2314,GAN,33
2315,GARS,1
2316,GASS,1
2317,GATX,32
2318,GAU,33
2319,GAZ,25
2320,GBAB,6
2321,GBDC,37
2322,GBDV,23
2323,GBF,10
2324,GBL,27
2325,GBLI,27
2326,GBLIZ,26
2327,GBR,1
2328,GBT,8
2329,GBUY,5
2330,GBX,32
2331,GCAP,1
2332,GCBC,27
2333,GCC,4
2334,GCE,19
2335,GCI,28
2336,GCO,28
2337,GCP,32
2338,GCV,3
2339,GDAT,5
2340,GDDY,7
2341,GDEN,28
2342,GDL,3
2343,GDMA,5
2344,GDNA,5
2345,GDOT,7
2346,GDP,27
2347,GDS,7
2348,GDVD,22
2349,GDX,21
2350,GDYN,23
2351,GE,28
2352,GEC,26
2353,GECC,26
2354,GECCN,20
2355,GEF,32
2356,GEL,18
2357,GEM,14
2358,GEN,28
2359,GENE,1
2360,GENY,22
2361,GEOS,27
2362,GER,18
2363,GERM,33
2364,GERN,8
2365,GES,28
2366,GEVO,1
2367,GF,30
2368,GFF,32
2369,GFI,21
2370,GFIN,5
2371,GFL,33
2372,GFLU,33
2373,GFY,26
2374,GGAL,31
2375,GGB,31
2376,GGG,32
2377,GGM,3
2378,GGN,3
2379,GGZ,22
2380,GHC,28
2381,GHG,1
2382,GHIV,33
2383,GHIVU,33
2384,GHSI,25
2385,GHY,3
2386,GHYB,16
2387,GIGB,29
2388,GIGE,5
2389,GII,35
2390,GIII,28
2391,GIL,28
2392,GILD,8
2393,GILT,7
2394,GIM,3
2395,GIS,12
2396,GIX,33
2397,GJH,19
2398,GJO,19
2399,GJP,19
2400,GJR,33
2401,GJS,19
2402,GJT,19
2403,GKOS,7
2404,GL,15
2405,GLADL,23
2406,GLBZ,19
2407,GLD,21
2408,GLDD,27
2409,GLDI,21
2410,GLDM,21
2411,GLG,1
2412,GLIBA,7
2413,GLIN,33
2414,GLL,28
2415,GLNG,13
2416,GLOG,13
2417,GLOP,13
2418,GLPI,17
2419,GLQ,22
2420,GLTR,21
2421,GLU,3
2422,GLUU,8
2423,GLW,32
2424,GLYC,8
2425,GM,32
2426,GMAB,1
2427,GMAN,5
2428,GMBL,19
2429,GMDA,26
2430,GME,28
2431,GMED,35
2432,GMF,14
2433,GMHI,33
2434,GMHIU,33
2435,GMOM,35
2436,GMRE,17
2437,GNAF,36
2438,GNC,28
2439,GNCA,1
2440,GNE,3
2441,GNFT,25
2442,GNK,28
2443,GNL,17
2444,GNLN,25
2445,GNMA,29
2446,GNMK,8
2447,GNOM,5
2448,GNPX,1
2449,GNR,22
2450,GNRC,32
2451,GNRS,33
2452,GNSS,25
2453,GNT,1
2454,GNTX,32
2455,GNUS,26
2456,GOAT,5
2457,GOAU,21
2458,GOEX,21
2459,GOF,3
2460,GOGL,16
2461,GOL,31
2462,GOLD,21
2463,GOLF,28
2464,GOOD,17
2465,GOODM,26
2466,GOODN,23
2467,GOOG,24
2468,GORO,21
2469,GOSS,25
2470,GOVT,10
2471,GPAQ,33
2472,GPC,32
2473,GPI,32
2474,GPJA,34
2475,GPL,21
2476,GPM,22
2477,GPMT,37
2478,GPN,35
2479,GPOR,13
2480,GPP,1
2481,GPRK,13
2482,GRA,32
2483,GRAF,0
2484,GRAM,1
2485,GRBK,37
2486,GRC,32
2487,GREK,16
2488,GRF,3
2489,GRFS,8
2490,GRIN,26
2491,GRMN,35
2492,GRN,20
2493,GRNB,29
2494,GRNQ,26
2495,GRNV,33
2496,GRNVU,33
2497,GROW,26
2498,GRPN,28
2499,GRTS,8
2500,GRU,26
2501,GRUB,7
2502,GRVY,1
2503,GRX,35
2504,GS,32
2505,GSAT,26
2506,GSBC,15
2507,GSBD,37
2508,GSEE,33
2509,GSEU,30
2510,GSEW,2
2511,GSG,4
2512,GSID,33
2513,GSIT,1
2514,GSK,35
2515,GSKY,28
2516,GSL,1
2517,GSLD,23
2518,GSP,4
2519,GSS,21
2520,GSV,21
2521,GSX,20
2522,GSY,0
2523,GT,32
2524,GTE,13
2525,GTEC,20
2526,GTES,32
2527,GTH,33
2528,GTHX,8
2529,GTIM,26
2530,GTIP,29
2531,GTLS,32
2532,GTN,28
2533,GTN-A,19
2534,GTO,29
2535,GTS,28
2536,GTT,1
2537,GTX,28
2538,GTYH,26
2539,GUNR,22
2540,GURE,26
2541,GUSH,13
2542,GUT,3
2543,GV,1
2544,GVA,32
2545,GVAL,14
2546,GVI,29
2547,GVIP,24
2548,GWB,15
2549,GWGH,26
2550,GWPH,8
2551,GWRE,7
2552,GWW,32
2553,GWX,30
2554,GXC,14
2555,GXG,16
2556,GXGX,33
2557,GXTG,23
2558,GYC,19
2559,GYLD,16
2560,H,32
2561,HA,28
2562,HACK,24
2563,HAE,35
2564,HAIL,22
2565,HAIN,28
2566,HAL,13
2567,HALL,27
2568,HALO,8
2569,HAP,22
2570,HAPP,23
2571,HARP,25
2572,HASI,37
2573,HAUD,5
2574,HAUZ,14
2575,HAWX,30
2576,HAYN,32
2577,HBAN,15
2578,HBANO,34
2579,HBB,27
2580,HBCP,27
2581,HBI,28
2582,HBM,16
2583,HBMD,27
2584,HBP,26
2585,HBT,23
2586,HCA,35
2587,HCAC,33
2588,HCACU,33
2589,HCAP,1
2590,HCCH,33
2591,HCCHU,33
2592,HCCOU,33
2593,HCFT,1
2594,HCHC,1
2595,HCI,27
2596,HCKT,27
2597,HCM,1
2598,HCR,1
2599,HCRB,33
2600,HCXY,26
2601,HCXZ,26
2602,HDAW,30
2603,HDEF,30
2604,HDG,22
2605,HDGE,36
2606,HDIV,23
2607,HDMV,30
2608,HDS,32
2609,HDV,2
2610,HE,11
2611,HEAR,1
2612,HECCU,33
2613,HEEM,14
2614,HEES,32
2615,HEI,7
2616,HELE,37
2617,HELX,33
2618,HEP,18
2619,HEQ,16
2620,HES,13
2621,HESM,18
2622,HEWC,22
2623,HEWG,30
2624,HEWI,5
2625,HEWJ,22
2626,HEWL,5
2627,HEWP,22
2628,HEWU,22
2629,HEWY,14
2630,HFC,13
2631,HFRO,3
2632,HFXI,30
2633,HFXJ,22
2634,HGH,34
2635,HGLB,25
2636,HGSH,26
2637,HGV,32
2638,HHR,25
2639,HHS,26
2640,HHT,1
2641,HI,32
2642,HIBB,28
2643,HIBS,0
2644,HIE,3
2645,HIG,37
2646,HIHO,26
2647,HIL,1
2648,HIMX,28
2649,HIPS,37
2650,HIX,3
2651,HJLIW,19
2652,HJPX,23
2653,HKIB,20
2654,HL,21
2655,HLAL,20
2656,HLF,28
2657,HLG,26
2658,HLI,7
2659,HLIO,32
2660,HLM-P,33
2661,HLNE,7
2662,HLT,32
2663,HLX,13
2664,HMC,22
2665,HMG,19
2666,HMHC,28
2667,HMI,1
2668,HMNF,26
2669,HMOP,0
2670,HMSY,7
2671,HMTV,28
2672,HMY,21
2673,HNGR,28
2674,HNI,32
2675,HNNA,1
2676,HNP,1
2677,HNRG,27
2678,HNW,3
2679,HOFT,28
2680,HOG,32
2681,HOLD,19
2682,HOLI,16
2683,HOLX,35
2684,HOMZ,5
2685,HONE,27
2686,HOOK,25
2687,HOPE,15
2688,HOTH,25
2689,HOV,37
2690,HOVNP,19
2691,HP,13
2692,HPE,32
2693,HPF,3
2694,HPI,3
2695,HPP,17
2696,HPQ,22
2697,HPR,13
2698,HPS,3
2699,HQH,8
2700,HQI,26
2701,HQL,8
2702,HQY,32
2703,HR,17
2704,HRB,28
2705,HRC,35
2706,HRI,32
2707,HRL,35
2708,HROW,1
2709,HRTG,27
2710,HRZN,3
2711,HSBC,30
2712,HSC,32
2713,HSDT,1
2714,HSIC,35
2715,HSII,27
2716,HSKA,8
2717,HSMV,33
2718,HSON,26
2719,HSPX,24
2720,HST,37
2721,HSTM,7
2722,HSTO,33
2723,HSY,12
2724,HTAB,0
2725,HTBI,27
2726,HTFA,19
2727,HTGC,37
2728,HTGM,1
2729,HTH,15
2730,HTHT,14
2731,HTIA,23
2732,HTLF,15
2733,HTLFP,33
2734,HTRB,29
2735,HTUS,24
2736,HTZ,28
2737,HUBB,32
2738,HUBG,32
2739,HUBS,7
2740,HUD,28
2741,HUGE,1
2742,HUIZ,23
2743,HUM,8
2744,HUN,32
2745,HURC,28
2746,HURN,35
2747,HUSA,19
2748,HUSN,33
2749,HUSV,35
2750,HUYA,7
2751,HVT,28
2752,HVT-A,33
2753,HWBK,27
2754,HWCPL,34
2755,HWCPZ,33
2756,HWKN,27
2757,HWM,23
2758,HWM-P,33
2759,HYACU,33
2760,HYD,29
2761,HYDB,16
2762,HYDW,5
2763,HYG,16
2764,HYGH,16
2765,HYHG,16
2766,HYI,3
2767,HYLB,16
2768,HYLD,3
2769,HYLS,16
2770,HYLV,16
2771,HYRE,1
2772,HYTR,23
2773,HYUP,5
2774,HYXE,16
2775,HYXU,16
2776,HZN,28
2777,HZNP,8
2778,HZO,28
2779,IAA,20
2780,IAC,7
2781,IAE,16
2782,IAF,16
2783,IAG,21
2784,IAGG,29
2785,IAK,2
2786,IART,35
2787,IAU,21
2788,IAUF,21
2789,IBCE,29
2790,IBD,29
2791,IBDD,29
2792,IBDM,29
2793,IBDN,29
2794,IBDP,29
2795,IBDQ,29
2796,IBDR,29
2797,IBDS,29
2798,IBDT,29
2799,IBDU,0
2800,IBDV,33
2801,IBHD,20
2802,IBHE,5
2803,IBIO,26
2804,IBKC,15
2805,IBKCP,26
2806,IBKR,32
2807,IBMJ,26
2808,IBMK,29
2809,IBML,29
2810,IBMM,29
2811,IBMN,0
2812,IBMO,0
2813,IBMP,0
2814,IBMQ,0
2815,IBN,16
2816,IBOC,15
2817,IBP,37
2818,IBTA,33
2819,IBTB,33
2820,IBTD,33
2821,IBTE,33
2822,IBTF,33
2823,IBTG,33
2824,IBTH,33
2825,IBTI,33
2826,IBTJ,33
2827,IBTX,15
2828,ICAD,1
2829,ICBK,1
2830,ICCC,26
2831,ICCH,19
2832,ICD,13
2833,ICF,17
2834,ICFI,27
2835,ICHR,32
2836,ICL,16
2837,ICLK,1
2838,ICLR,35
2839,ICMB,1
2840,ICOL,16
2841,ICOW,30
2842,ICPT,8
2843,IDA,12
2844,IDCC,32
2845,IDEV,30
2846,IDHD,16
2847,IDIV,19
2848,IDLB,22
2849,IDLV,30
2850,IDN,26
2851,IDNA,20
2852,IDOG,30
2853,IDRA,8
2854,IDRV,5
2855,IDX,14
2856,IDXG,1
2857,IDXX,35
2858,IDY,23
2859,IDYA,25
2860,IEA,1
2861,IEC,1
2862,IEDI,22
2863,IEFA,30
2864,IEFN,15
2865,IEHS,35
2866,IEIH,8
2867,IEMG,14
2868,IEO,13
2869,IEP,28
2870,IESC,28
2871,IETC,24
2872,IEX,32
2873,IEZ,13
2874,IFEU,37
2875,IFGL,30
2876,IFMK,26
2877,IFN,14
2878,IFRA,2
2879,IFS,20
2880,IG,0
2881,IGA,22
2882,IGBH,16
2883,IGC,1
2884,IGD,22
2885,IGE,13
2886,IGHG,16
2887,IGIB,29
2888,IGLB,29
2889,IGM,24
2890,IGOV,21
2891,IGR,3
2892,IGRO,30
2893,IGSB,29
2894,IGV,24
2895,IHC,27
2896,IHDG,22
2897,IHF,35
2898,IHG,16
2899,IHI,35
2900,IHT,19
2901,IHTA,26
2902,IHY,16
2903,IID,22
2904,IIF,14
2905,IIGD,0
2906,III,27
2907,IIIN,32
2908,IIM,6
2909,IIN,8
2910,IIPR,37
2911,IIVI,32
2912,IJAN,23
2913,IJH,2
2914,IJJ,2
2915,IJK,2
2916,IJR,2
2917,IJS,2
2918,IJUL,20
2919,IKNX,19
2920,ILMN,7
2921,IMAB,23
2922,IMAC,25
2923,IMAX,28
2924,IMGN,8
2925,IMH,26
2926,IMKTA,28
2927,IMLP,18
2928,IMMP,1
2929,IMMR,28
2930,IMMU,8
2931,IMO,13
2932,IMOM,30
2933,IMTE,1
2934,IMTM,30
2935,IMV,1
2936,IMVT,20
2937,INBK,15
2938,INBKZ,20
2939,INCO,14
2940,INCY,8
2941,INDA,14
2942,INDB,15
2943,INDO,23
2944,INDS,17
2945,INDY,14
2946,INFI,1
2947,INFN,32
2948,INFO,35
2949,INFR,3
2950,INFU,26
2951,INFY,16
2952,ING,16
2953,INGN,8
2954,INGR,37
2955,INKM,22
2956,INMB,25
2957,INO,8
2958,INOD,26
2959,INPX,1
2960,INS,7
2961,INSG,1
2962,INSI,26
2963,INSM,8
2964,INSU,33
2965,INSUU,33
2966,INSW,28
2967,INT,32
2968,INTC,32
2969,INTG,19
2970,INTL,28
2971,INTT,1
2972,INTU,35
2973,INVE,1
2974,INWK,28
2975,IO,13
2976,IONS,8
2977,IOO,22
2978,IOR,19
2979,IOSP,32
2980,IOTS,7
2981,IP,32
2982,IPAC,22
2983,IPAR,27
2984,IPAY,24
2985,IPB,19
2986,IPFF,16
2987,IPG,28
2988,IPHA,23
2989,IPHI,7
2990,IPKW,30
2991,IPLDP,34
2992,IPO,24
2993,IPOC,33
2994,IPOS,5
2995,IPV,33
2996,IPWR,26
2997,IQ,14
2998,IQDG,30
2999,IQDY,30
3000,IQI,9
3001,IQIN,5
3002,IQM,33
3003,IQSI,33
3004,IQSU,33
3005,IQV,35
3006,IR,32
3007,IRBO,24
3008,IRCP,1
3009,IRDM,7
3010,IRIX,1
3011,IRM,17
3012,IROQ,19
3013,IRR,13
3014,IRS,1
3015,IRT,17
3016,IRTC,8
3017,IRWD,8
3018,ISBC,15
3019,ISCF,30
3020,ISD,3
3021,ISDS,33
3022,ISDX,5
3023,ISEM,5
3024,ISHG,21
3025,ISIG,26
3026,ISNS,26
3027,ISR,19
3028,ISSC,26
3029,ISTB,29
